Date,Lats,Lons,Group,Validation
2022-06-27,-3.055074,-59.112498,-2998.0,1.0
2022-06-27,-3.055674,-59.124515,-2998.0,1.0
2022-06-27,-3.048603,-59.116232,-2998.0,1.0
2022-06-27,-3.169231,-59.044907,-2998.0,1.0
2022-06-27,-3.1826,-59.047396,-2998.0,1.0
2022-06-27,-3.181486,-59.050443,-2998.0,1.0
2022-06-27,-3.172616,-59.062588,-2998.0,1.0
2022-06-27,-3.182943,-59.05967,-2998.0,1.0
2022-06-27,-3.164775,-59.031388,-2998.0,1.0
2022-06-27,-3.167346,-59.022934,-2998.0,1.0
2022-06-27,-3.166617,-59.038126,-2998.0,1.0
2022-06-27,-3.164475,-59.041044,-2998.0,1.0
2022-06-27,-3.147377,-59.043104,-2998.0,1.0
2022-06-27,-3.492024,-60.302779,-3998.0,1.0
2022-06-27,-3.49348,-60.306041,-3998.0,1.0
2022-06-27,-3.509501,-60.285828,-3998.0,1.0
2022-06-27,-3.454414,-60.305311,-2998.0,1.0
2022-06-27,-3.499606,-60.327756,-3998.0,1.0
2022-06-27,-3.492538,-60.326297,-3998.0,1.0
2022-06-27,-3.447217,-60.314925,-2998.0,1.0
2022-06-27,-3.3799,-59.397521,-2998.0,1.0
2022-06-27,-3.389497,-59.398551,-2998.0,1.0
2022-06-27,-3.369533,-59.390311,-2998.0,1.0
2022-06-27,-3.366705,-59.379067,-2998.0,1.0
2022-06-27,-3.365291,-59.38971,-2998.0,1.0
2022-06-27,-3.351111,-59.37808,-2998.0,1.0
2022-06-27,-3.060731,-59.20391,-2998.0,1.0
2022-06-27,-3.059531,-59.21657,-2998.0,1.0
2022-06-27,-3.079115,-59.205154,-2998.0,1.0
2022-06-27,-3.078815,-59.207987,-2998.0,1.0
2022-06-27,-3.053146,-59.206699,-2998.0,1.0
2022-06-27,-3.044189,-59.20185,-2998.0,1.0
2022-06-27,-3.05456,-59.215411,-2998.0,1.0
2022-06-27,-3.05036,-59.210647,-2998.0,1.0
2022-06-27,-3.051003,-59.197043,-2998.0,1.0
2022-06-27,-3.179773,-59.186271,-2998.0,2.0
2022-06-27,-3.179773,-59.120352,-2998.0,2.0
2022-06-27,-3.201711,-59.054434,-2998.0,2.0
2022-06-27,-3.289462,-59.164298,-2998.0,2.0
2022-06-28,-3.703779,-60.205453,-3998.0,1.0
2022-06-28,-3.711445,-60.199059,-3998.0,1.0
2022-06-28,-3.713329,-60.205153,-3998.0,1.0
2022-06-28,-3.476688,-60.334366,-2998.0,1.0
2022-06-28,-3.48577,-60.337413,-2998.0,1.0
2022-06-28,-3.486969,-60.345009,-2998.0,1.0
2022-06-28,-3.474975,-60.338056,-2998.0,1.0
2022-06-28,-3.472319,-60.349043,-2998.0,1.0
2022-06-28,-3.482171,-60.346296,-2998.0,1.0
2022-06-28,-3.497078,-60.230044,-2998.0,1.0
2022-06-28,-3.678092,-60.205906,-3998.0,0.98
2022-06-28,-3.680576,-60.202,-3998.0,1.0
2022-06-28,-3.681047,-60.205691,-3998.0,1.0
2022-06-28,-3.6867,-60.206378,-3998.0,1.0
2022-06-28,-3.600718,-60.310328,-3998.0,1.0
2022-06-28,-3.580673,-60.304792,-3998.0,1.0
2022-06-28,-3.587612,-60.303591,-3998.0,1.0
2022-06-28,-3.594379,-60.302432,-3998.0,1.0
2022-06-28,-3.598448,-60.305736,-3998.0,1.0
2022-06-28,-3.574607,-60.366081,-3998.0,0.91
2022-06-28,-3.566554,-60.363119,-3998.0,1.0
2022-06-28,-3.566811,-60.366209,-3998.0,1.0
2022-06-28,-3.529846,-60.363763,-3998.0,1.0
2022-06-28,-3.544837,-60.167047,-3998.0,1.0
2022-06-28,-3.558458,-60.180994,-3998.0,1.0
2022-06-28,-3.554902,-60.175887,-3998.0,1.0
2022-06-28,-3.561285,-60.182625,-3998.0,1.0
2022-06-28,-3.548092,-60.16842,-3998.0,1.0
2022-06-28,-3.554945,-60.180522,-3998.0,1.0
2022-06-28,-3.558115,-60.172111,-3998.0,1.0
2022-06-28,-3.499561,-60.123101,-3998.0,1.0
2022-06-28,-3.517851,-60.141082,-3998.0,1.0
2022-06-28,-3.505558,-60.135632,-3998.0,1.0
2022-06-28,-3.501745,-60.129753,-3998.0,1.0
2022-06-28,-3.504872,-60.128122,-3998.0,1.0
2022-06-28,-3.515024,-60.140138,-3998.0,1.0
2022-06-28,-3.507914,-60.132371,-3998.0,1.0
2022-06-28,-3.502816,-60.124989,-3998.0,1.0
2022-06-28,-3.536015,-60.255794,-3998.0,1.0
2022-06-28,-3.532674,-60.261158,-3998.0,1.0
2022-06-28,-3.530104,-60.243005,-3998.0,1.0
2022-06-28,-3.538671,-60.252403,-3998.0,1.0
2022-06-28,-3.503546,-60.252403,-2998.0,1.0
2022-06-28,-3.501276,-60.259785,-2998.0,1.0
2022-06-28,-3.485727,-60.255193,-2998.0,1.0
2022-06-28,-3.491852,-60.249914,-2998.0,1.0
2022-06-28,-3.536144,-60.217083,-3998.0,1.0
2022-06-28,-3.547409,-60.216354,-3998.0,1.0
2022-06-28,-3.540299,-60.21159,-3998.0,1.0
2022-06-28,-3.544196,-60.218929,-3998.0,1.0
2022-06-28,-3.54471,-60.215839,-3998.0,1.0
2022-06-28,-3.542397,-60.207814,-3998.0,1.0
2022-06-28,-3.545953,-60.211418,-3998.0,1.0
2022-06-28,-3.538842,-60.217469,-3998.0,1.0
2022-06-28,-3.60015,-60.330729,-3998.0,0.81
2022-06-28,-3.612742,-60.32382,-3998.0,1.0
2022-06-28,-3.520268,-60.313434,-3998.0,1.0
2022-06-28,-3.509688,-60.327468,-3998.0,1.0
2022-06-28,-3.692429,-60.276692,-3998.0,1.0
2022-06-28,-3.696284,-60.277765,-3998.0,1.0
2022-06-28,-3.69183,-60.27489,-3998.0,1.0
2022-06-28,-3.708789,-60.273431,-3998.0,1.0
2022-06-28,-3.707076,-60.275963,-3998.0,1.0
2022-06-28,-3.716326,-60.25193,-3998.0,1.0
2022-06-28,-3.491638,-60.307801,-3998.0,1.0
2022-06-28,-3.496264,-60.313165,-3998.0,1.0
2022-06-28,-3.509501,-60.32634,-3998.0,1.0
2022-06-28,-3.500933,-60.270893,-3998.0,1.0
2022-06-28,-3.498749,-60.267374,-3998.0,1.0
2022-06-28,-3.497207,-60.292651,-3998.0,1.0
2022-06-28,-3.509501,-60.30029,-3998.0,1.0
2022-06-28,-3.493437,-60.304968,-3998.0,1.0
2022-06-28,-3.509115,-60.286042,-3998.0,1.0
2022-06-28,-3.511685,-60.229014,-3998.0,1.0
2022-06-28,-3.513827,-60.221032,-3998.0,1.0
2022-06-28,-3.525478,-60.231975,-3998.0,1.0
2022-06-28,-3.474675,-60.234936,-2998.0,1.0
2022-06-28,-3.469578,-60.273339,-2998.0,1.0
2022-06-28,-3.479601,-60.263855,-2998.0,1.0
2022-06-28,-3.481743,-60.270292,-2998.0,0.96
2022-06-28,-3.450858,-60.267975,-2998.0,1.0
2022-06-28,-3.447688,-60.264112,-2998.0,1.0
2022-06-28,-3.46478,-60.271494,-2998.0,1.0
2022-06-28,-3.470563,-60.259263,-2998.0,1.0
2022-06-28,-3.443319,-60.25025,-2998.0,1.0
2022-06-28,-3.110783,-59.145243,-2998.0,1.0
2022-06-28,-3.107655,-59.142969,-2998.0,1.0
2022-06-28,-3.117939,-59.149792,-2998.0,1.0
2022-06-28,-3.113568,-59.142282,-2998.0,1.0
2022-06-28,-3.111211,-59.139836,-2998.0,1.0
2022-06-28,-3.084343,-59.146273,-2998.0,1.0
2022-06-28,-3.101527,-59.132798,-2998.0,1.0
2022-06-28,-3.099385,-59.139149,-2998.0,1.0
2022-06-28,-3.082415,-59.122541,-2998.0,1.0
2022-06-28,-3.099085,-59.11576,-2998.0,1.0
2022-06-28,-3.091457,-59.119708,-2998.0,1.0
2022-06-28,-3.097156,-59.112541,-2998.0,1.0
2022-06-28,-3.111683,-59.102284,-2998.0,1.0
2022-06-28,-3.118839,-59.091856,-2998.0,1.0
2022-06-28,-3.122096,-59.099838,-2998.0,1.0
2022-06-28,-3.149735,-59.172152,-2998.0,1.0
2022-06-28,-3.111211,-59.160564,-2998.0,1.0
2022-06-28,-3.110783,-59.163354,-2998.0,1.0
2022-06-28,-3.105084,-59.154771,-2998.0,1.0
2022-06-28,-3.123467,-59.170649,-2998.0,1.0
2022-06-28,-3.138251,-59.149149,-2998.0,1.0
2022-06-28,-3.142407,-59.150307,-2998.0,1.0
2022-06-28,-3.145407,-59.133184,-2998.0,1.0
2022-06-28,-3.133151,-59.148333,-2998.0,1.0
2022-06-28,-3.064202,-59.120309,-2998.0,1.0
2022-06-28,-3.077358,-59.118507,-2998.0,1.0
2022-06-28,-3.066859,-59.121425,-2998.0,1.0
2022-06-28,-3.032918,-59.131124,-2998.0,1.0
2022-06-28,-3.035147,-59.125201,-2998.0,1.0
2022-06-28,-3.034161,-59.130695,-2998.0,1.0
2022-06-28,-3.129465,-59.06203,-2998.0,1.0
2022-06-28,-3.126937,-59.053533,-2998.0,1.0
2022-06-28,-3.135336,-59.059412,-2998.0,1.0
2022-06-28,-3.136064,-59.045422,-2998.0,1.0
2022-06-28,-3.174673,-59.03156,-2998.0,1.0
2022-06-28,-3.174673,-59.036323,-2998.0,1.0
2022-06-28,-3.170859,-59.043361,-2998.0,1.0
2022-06-28,-3.145192,-59.034821,-2998.0,1.0
2022-06-28,-3.12668,-59.039542,-2998.0,1.0
2022-06-28,-3.138207,-59.032504,-2998.0,1.0
2022-06-28,-3.130494,-59.038512,-2998.0,1.0
2022-06-28,-3.166831,-59.018342,-2998.0,1.0
2022-06-28,-3.164518,-59.000961,-2998.0,1.0
2022-06-28,-3.162718,-59.019586,-2998.0,1.0
2022-06-28,-3.14802,-59.015681,-2998.0,1.0
2022-06-28,-3.424256,-60.31647,-2998.0,1.0
2022-06-28,-3.40599,-59.40104,-2998.0,1.0
2022-06-28,-3.41353,-59.399581,-2998.0,1.0
2022-06-28,-3.410274,-59.397521,-2998.0,1.0
2022-06-28,-3.404705,-59.403744,-2998.0,1.0
2022-06-28,-3.087,-59.210304,-2998.0,1.0
2022-06-28,-3.094028,-59.198803,-2998.0,1.0
2022-06-28,-3.101227,-59.202622,-2998.0,1.0
2022-06-28,-3.087857,-59.215625,-2998.0,1.0
2022-06-26,-3.749567,-60.22054,-3998.0,0.0
2022-06-27,-3.617993,-60.154601,-3998.0,0.0
2022-06-27,-3.727641,-60.22054,-3998.0,0.0
2022-06-27,-3.565826,-60.339301,-3998.0,0.0
2022-06-27,-3.478102,-60.339301,-3998.0,0.0
2022-06-27,-3.508342,-60.154601,-3998.0,0.0
2022-06-27,-3.749567,-60.198547,-3998.0,0.0
2022-06-27,-3.552204,-60.132628,-3998.0,0.0
2022-06-27,-3.494037,-60.252532,-3998.0,0.0
2022-06-28,-3.735255,-60.208586,-3998.0,0.0
2022-06-28,-3.713329,-60.186613,-3998.0,0.0
2022-06-28,-3.66186,-60.198567,-3998.0,0.0
2022-06-28,-3.613139,-60.303934,-3998.0,0.0
2022-06-28,-3.587756,-60.361274,-3998.0,0.0
2022-06-28,-3.574134,-60.176574,-3998.0,0.0
2022-06-28,-3.552204,-60.154601,-3998.0,0.0
2022-06-28,-3.48641,-60.132628,-3998.0,0.0
2022-06-28,-3.508342,-60.110655,-3998.0,0.0
2022-06-28,-3.559831,-60.252532,-3998.0,0.0
2022-06-28,-3.559831,-60.208586,-3998.0,0.0
2022-06-28,-3.603277,-60.342703,-3998.0,0.0
2022-06-28,-3.625206,-60.32073,-3998.0,0.0
2022-06-28,-3.537487,-60.32073,-3998.0,0.0
2022-06-28,-3.723778,-60.281971,-3998.0,0.0
2022-06-28,-3.679924,-60.281971,-3998.0,0.0
2022-06-28,-3.701851,-60.259998,-3998.0,0.0
2022-06-28,-3.478102,-60.317328,-3998.0,0.0
2022-06-28,-3.478102,-60.273382,-3998.0,0.0
2022-06-28,-3.478102,-60.295355,-3998.0,0.0
2022-06-26,-3.39037,-60.273282,-2998.0,0.0
2022-06-26,-3.272759,-59.386075,-2998.0,0.0
2022-06-26,-3.294686,-59.407048,-2998.0,0.0
2022-06-27,-3.0262,-59.186271,-2998.0,0.0
2022-06-27,-3.500034,-60.295355,-2998.0,0.0
2022-06-27,-3.338558,-59.385075,-2998.0,0.0
2022-06-27,-3.02619,-59.208244,-2998.0,0.0
2022-06-28,-3.478102,-60.361274,-2998.0,0.0
2022-06-28,-3.500034,-60.339301,-2998.0,0.0
2022-06-28,-3.45617,-60.339301,-2998.0,0.0
2022-06-28,-3.515969,-60.252532,-2998.0,0.0
2022-06-28,-3.450172,-60.230559,-2998.0,0.0
2022-06-28,-3.434237,-60.273382,-2998.0,0.0
2022-06-28,-3.45617,-60.251409,-2998.0,0.0
2022-06-28,-3.070073,-59.142325,-2998.0,0.0
2022-06-28,-3.135894,-59.098379,-2998.0,0.0
2022-06-28,-3.092014,-59.098379,-2998.0,0.0
2022-06-28,-3.092014,-59.164298,-2998.0,0.0
2022-06-28,-3.157834,-59.142325,-2998.0,0.0
2022-06-28,-3.135894,-59.142325,-2998.0,0.0
2022-06-28,-3.02619,-59.142325,-2998.0,0.0
2022-06-28,-3.113953,-59.054434,-2998.0,0.0
2022-06-28,-3.113953,-59.032461,-2998.0,0.0
2022-06-28,-3.179772,-59.010488,-2998.0,0.0
2022-06-28,-3.135893,-59.010488,-2998.0,0.0
2022-06-28,-3.157833,-58.988515,-2998.0,0.0
2022-06-28,-3.412304,-60.317328,-2998.0,0.0
2022-06-28,-3.426296,-59.407048,-2998.0,0.0
2022-06-28,-3.382428,-59.407048,-2998.0,0.0
2022-06-28,-3.404362,-59.385075,-2998.0,0.0
2022-06-28,-3.113954,-59.208244,-2998.0,0.0
2022-06-28,-3.092014,-59.186271,-2998.0,0.0
